"QUESTION","ANSWER_A","ANSWER_B","ANSWER_C","ANSWER_D","ANSWERS","IMAGE"
"Analizuojant įkeltą programinio kodo situaciją: kodėl dviejų ciklų iteravimas per dvimatę matricą principu `suma += a[j][i]` (kur i išorinis, o j vidinis kintamasis) įprastai yra gerokai lėtesnis už iteravimą principu `suma += a[i][j]`?","Šis ciklas nuolat pažeidžia laiko (temporal) lokališkumą, kadangi kompiliatorius negali vykdyti kintamųjų daugybos konvejeryje paraleliškai.","Kompiliatorius prastai optimizuoja vidinius `j` ciklus matricos struktūrose, generuodamas trigubą kiekį kontrolinių surinkimo instrukcijų (NOPs).","Antrasis (stulpelinis) iteravimo būdas sistemingai pažeidžia vietos (spatial) lokališkumą – vietoj gretimų elementų sekos adresai peršokami ištisų eilučių atstumais, griaunant cache blokų turinį.","Antrasis variantas reikalauja kaskart iš naujo perrašyti Vertimo retrospektyvųjį buferį (TLB), atimant iš procesoriaus naudingus taktinius ciklus.","C",""
"Koks yra pagrindinis Vertimo retrospektyviojo buferio (TLB - Translation Look-aside Buffer) vaidmuo modernaus kompiuterio atminties hierarchijoje?","Tai laikinas SRAM mikroschemos buferis, saugantis eilėje laukiančius atgalinio įrašymo (write-back) modifikuotus duomenis, skirtus įrašyti į kietąjį diską.","Tai specializuota labai greita MMU dalies spartinančioji atmintis, skirta saugoti dažniausiai naudojamus virtualių adresų puslapių vertimus į tikrus fizinių kadrų (frames) adresus.","Tai instrukcijų spartinančiosios atminties (L1-I) buferis, atsakingas už C kalbos ciklų ir kitų išsišakojimų (branch prediction) teisingą išankstinį atpažinimą.","Tai specialus registras procesoriuje, saugantis informaciją apie visas galimas atminties aibes ir nustatantis asociatyvumo kryptis pagal gamyklinius parametrus.","B",""
"Kokią tikslią loginę funkciją ir informacinę vertę atlieka spartinančiosios atminties galiojimo bitas (valid bit)? (Pasirinkite visus teisingus atsakymus)","Norint sumažinti tranzistorių kiekį, galiojimo bitas pilnai atstoja požymio (tag) katalogą tiesioginio atitikimo (direct mapped) struktūrose.","Jei ieškant informacijos adresas sutampa su eilutės požymio (tag) bitais, bet galiojimo bitas lygus 0, aparatinė įranga registruoja nuskaitymo nepataikymą (cache miss).","Šis bitas naudojamas išimtinai atgalinio įrašymo (write-back) architektūroje atskirti švarius (clean) sistemos duomenų blokus nuo modifikuotų (dirty) blokų.","Šis bitas patvirtina, jog atitinkamoje spartinančiosios atminties eilutėje iš tikrųjų yra įrašyti teisingi programos duomenys, o ne atsitiktinės šiukšlės iš praėjusių procesų ar kompiuterio įjungimo metu.","B,D",""
"Matavimų metu nustatyta, kad procesoriaus L1 išrinkimo laikas pataikius (hit time) yra 4 ciklai, o išrinkimo iš RAM uždelsimas nepataikius (miss penalty) yra lygus 76 ciklams. Kokį apytikslį pataikymo dažnį (hit ratio) sistema privalo demonstruoti algoritmų testavime, jeigu AMAT neturi viršyti 6 ciklų?","~92.1%","~94.7%","~97.3%","~98.5%","C",""
"Kaip inžineriškai aparatūros lygyje atpažinti išskirtinai tiesioginio atitikimo (direct mapped) spartinančiosios atminties paieškos bloką brėžinyje?","Fizinis adresas aiškiai dalinamas į požymį, indeksą ir poslinkį, o gautas požymis pervedamas lyginimui į vieną vienintelę lyginimo grandinę (comparator), kuriai nereikalingi tankintuvai bloko atrinkimui.","Išvestyje tarp operatyviosios ir spartinančiosios atminties privalomai braižomas N-krypčių daugiakanalis tankintuvas (multiplexer), valdomas programos laikmačio.","Tiesioginio atitikimo sistemos brėžinys unikalus tuo, kad jame neegzistuoja poslinkio (offset) laida – kiekviena eilutė sutalpina idealiai vieną standartinį procesoriaus instrukcijos žodį.","Schemoje negali būti indekso skaidymo, tačiau atkeliavę požymių bitai visada keliauja į šimtus paralelių lyginimo grandinių, identiškų bendram eilučių skaičiui.","A",""
"Kokie yra aiškiausi techniniai bei architektūriniai pilnai asociatyvios (fully associative) atminties išskirtinumai, palyginti su kitomis organizacijos formomis? (Pasirinkite visus teisingus atsakymus)","Jos įgyvendinimas pareikalauja modifikuoti operatyviąją atmintį (RAM) – kiekvienas fizinis lustas turi gauti papildomus galiojimo ir nešvarumo (dirty) informacinius stulpelius.","Šis sprendimas pripažintas nepraktišku ir nebeegzistuoja šiuolaikinėse operacinėse sistemose bei kompiuteriuose, kadangi nepataikymo dažnis joje pats didžiausias.","Lyginant su tiesioginio atitikimo forma, ši atmintis reikalauja kompleksinės ir brangios lyginimo grandinių struktūros, kuri vienu metu sutikrintų požymį per visą eilučių gylį.","Kadangi atminties bloką iš RAM galima įkelti į bet kurią norimą laisvą eilutę procesoriuje, loginiame adrese atsisakoma indekso dalies (index bitų).","C,D",""
"Kokiu pagrindiniu kompromisiniu argumentu kompiuterių architektai grindžia daugiapakopės (L1, L2, L3) spartinančiosios atminties hierarchijos kūrimą šiuolaikiniuose lustuose?","Taip pavyksta išvengti konvejerių (pipeline) konfliktų nenaudojant konvejerio vėlinimo (NOP instrukcijų) jokiais procesoriaus veikimo etapais.","Didinant tik vieno atminties lygio talpą (pvz. L1), procesorius automatiškai taptų nestabilus temperatūriniu požiūriu, todėl skirtingi lygiai būtini atvėsinimui užtikrinti.","Hierarchijos poreikį diktuoja išskirtinai virtualioji atmintis – L1 naudojamas branduolio procesams, o L3 rezervuojamas paprastoms vartotojo lygių aplikacijoms iš RAM.","Dabartinės technologijos nenumato galimybės sukurti pavienį atminties modulį, kuris galėtų vienu metu teikti gigabaitų talpos lankstumą bei tenkinti vieno tako ciklo (<1 ns) greitį.","D",""
"Atsižvelgiant į tai, kad procesoriai vystėsi vidutiniškai 60% per metus, o DRAM našumas – tik apie 10%, kokie inžineriniai sprendimai buvo masiškai taikomi procesoriuose siekiant sušvelninti susidariusią procesoriaus 'butelio kakliuko' (bottleneck) problemą? (Pasirinkite visus teisingus atsakymus)","Tiesioginio atitikimo spartinančiųjų atminties eilučių pločio mažinimas iki 1 bito, kad padidėtų sistemos magistralių paralelizmas.","Visiškas atsisakymas naudoti virtualios atminties puslapius procesoriuje ir grįžimas prie statinės RAM atminties architektūros visam sistemos dydžiui.","Siekis suprojektuoti sudėtingas konvejerių (pipeline) architektūras, leidžiančias padidinti procesoriaus instrukcijų pralaidumą (throughput).","Prie pat CPU branduolio arba pačiame kristale pradėtos gausiai diegti mažos ir ypač greitos spartinančiosios atminties SRAM struktūros.","C,D",""
"Tarkime, turime dalinai asociatyvią (4-way Set Associative) procesoriaus spartinančiąją atmintį, sudarytą iš 64 atskirų aibių (sets). Vieno atskiro duomenų bloko ilgis kiekvienoje eilutėje siekia tiksliai 32 baitus. Koks bus visos šios atminties eilučių kiekis bei bendra duomenų apimtis (neskaičiuojant požymio bei galiojimo bitų)?","Sistemoje bus 64 eilutės, o bendra duomenų talpa sieks 2048 baitus (2 KB).","Sistemoje bus 256 eilutės, o bendra duomenų talpa sieks 8192 baitus (8 KB).","Sistemoje bus 256 eilutės, o bendra duomenų talpa sieks 16384 baitus (16 KB).","Sistemoje bus 128 eilutės, o bendra duomenų talpa sieks 4096 baitus (4 KB).","B",""
"Kodėl modernių kompiuterių inžinieriai susitarė pirmojo lygio (L1) procesoriaus spartinančiąją atmintį fiziškai skaidyti į L1-I ir L1-D (Split L1)?","Taip paprasčiau prijungti antrąjį procesoriaus lygį, kur L1-I nuolat keičiasi su RAM moduliu, o L1-D laukia klaviatūros ar grafikos manipuliatoriaus išorinių įvesties/išvesties pertraukčių.","Išimtinai skiriasi šių dviejų posistemių įrašymo režimai operacinės sistemos atžvilgiu – L1-I veikia kaip Write-Through, o tuo tarpu L1-D paliekamas kaip Write-Back mechanizmas.","Norint optimizuoti procesoriaus konvejerio (pipeline) našumą, išvengiant struktūrinių konfliktų, kuomet procesoriui būtina lygiagrečiai gauti ir pačią instrukciją, ir instrukcijai reikalingus duomenis iš atminties ciklo pabaigoje.","Šis padalijimas tiesiogiai įtakoja tik virtualių atminties adresų verčių skaičiavimą, kai TLB priskiriamas prie L1-I ir optimizuojamas sistemos branduolio veikimui.","C",""
"Koks pagrindinis technologinis rezultatas įvyksta procesoriaus lusto ribose, kai vykdomo kodo nuskaitymo instrukcijos adresas sėkmingai randamas spartinančiojoje atmintyje (Cache Hit)?","Ieškomasis duomenų žodis (arba instrukcija) nedelsiant atiduodamas procesoriui apdorojimui, ir nereikalingas joks papildomas lėtas bei resursams brangus kreipimasis į pagrindinę operatyviąją atmintį (RAM).","Nuskaitymas laikinai įšaldomas, kol atminties valdiklis rezervuoja naują laisvą liniją kito ciklo galimam operatyviosios atminties duomenų paketo parsiuntimui.","Procesoriaus atminties valdiklis aktyvuojasi tam, kad profilaktiškai perrašytų ką tik nuskaityto bloko turinį į atitinkamą RAM lokaciją užtikrindamas tolesnę duomenų sinchronizaciją.","Požymių (Tag) identifikavimo masyve nedelsiant automatiškai ištrinamas visos aibės indeksas, ruošiant erdvę numatytam artėjančiam „cache miss“ konfliktui konvejeryje.","A",""
"Kokia praktine prasme italų ekonomisto Pareto principas koreliuoja su lokališkumo fenomeno dėsniais kompiuterių sistemų atminties hierarchijoje? (Pasirinkite visus teisingus atsakymus)","Pareto principas apibrėžia kietųjų diskų ir RAM santykį, diktuojantį, kad operacinės sistemos pagefile.sys talpa privalo lygiai 80% atitikti įdiegtos RAM apimties specifikaciją.","Dėl šios asimetrijos, net ir palyginti nedidelės fizinės talpos kompiuterio spartinančioji atmintis gali realizuoti ypač aukštą (dažnai netgi >90%) pataikymo dažnį.","Matavimai rodo, kad apie 20% kompiuterio atmintyje talpinamo kodo ir duomenų realaus vykdymo metu yra panaudojama stulbinančią 80-90% laiko dalį.","Tai taisyklė teigianti, jog net 80% visų atgalinio įrašymo (Write-back) modifikuotų atminties blokų sukuria avarinius trūkumus operatyviosios atminties sinchronizacijoje.","B,C",""
"Atliekant skaičiavimą programos vykdymo modelyje procesorius 1000 kartų patikrino atminties adresus. L1 architektūroje užfiksuoti 50 duomenų nepataikymų. L2 atmintyje taip pat nerasta reikiamų duomenų 35 kartus iš gautųjų 50-ties. Koks yra bendras (globalus) apskaičiuotas nepataikymo dažnis šiai hierarchinei struktūrai esamame cikle?","0.050 (5.0%)","0.035 (3.5%)","0.700 (70%)","0.085 (8.5%)","B",""
"Nors tiesioginio atitikimo (direct mapped) spartinančioji atmintis veikia labai greitai aparatūriniame lygyje dėl savo elementarumo, kokia specifinė konfliktinė problema dažnai kompromituoja tokios atminties našumą algoritmuose?","Kompiliatorių nesugebėjimas sugeneruoti standartinių ir suprantamų adresacijos mašininių kodų tiesioginio atitikimo architektūroms be papildomų mikro-instrukcijų dekodavimo lentelių operacinėje sistemoje.","Ribojimas, absoliučiai neleidžiantis realizuoti efektyvios atgalinio įrašymo (Write-Back) architektūros; privalu naudoti tik sistemos magistralę apkraunantį ištisinį įrašymą (Write-Through).","Programinės įrangos (kodo) elgesys, kuomet reguliariai paeiliui skaitomi du visiškai skirtingi atminties adresai, atsitiktinai turintys tą pačią indekso reikšmę – jie nuolatos beprasmiškai perrašys vienas kitą ir sugeneruos nepataikymus.","Būtinybė programiškai išvalyti ir po to aparatūriškai iš naujo atstatyti virtualų TLB registrą kas kartą atlikus bet kokią matematinę operaciją su registrų turiniu tiesioginėse komandose.","C",""
"Analizuojant virtulaus ir fizinio atminties adresų sinergiją sistemos eigoje – kaip konkrečiai veikia vertimo retrospektyvusis buferis (TLB) vykdant puslapių paiešką? (Pasirinkite visus teisingus atsakymus)","Virtualaus ir gauto fizinio adreso pabaigą žymintis poslinkio (offset) ilgis ir pati binarinė reikšmė nesikeičia per visą pavertimo, skaitymo, bei vykdymo konvejerio procesą.","Buferyje neradus reikiamo puslapio vertimo (TLB miss), procesorius yra priverstas sustabdyti operaciją ir kreiptis tiesiai į pagrindinėje operatyviojoje atmintyje esančią masyvią puslapių lentelę.","TLB mechanizmas iš principo visada veikia kaip tiesioginio atitikimo organizacija tam, kad maksimaliai iki minimumo sumažintų transliacijos trukmę ir užkirstų kelią „thrashing“ fenomenams virtualioje erdvėje.","Loginiame adrese esantis virtualaus puslapio numeris patikrinamas TLB viduje; esant sutapimui procesorius be delsos gauna tikrąjį atminties kadro (frame) numerį.","A,B,D",""
"Kokia esminė procesoriaus ir operatyviosios atminties evoliucijos problematika buvo ryškiausiai iliustruota pateiktoje kompiuterių tobulėjimo grafiko (nuo 1980 iki 2010 metų) analizėje?","Klaidingos to meto inžinerijos prognozės, kuriose teigta, jog procesorių evoliucija visiškai sustos, kol operatyviosios atminties lustai toliau gerins našumą šimtais procentų be papildomo aušinimo.","Ilgametis ir ryškus disbalansas tarp procesorių našumo prieaugio (apie 60% kiekvienais metais) bei operatyviosios DRAM atminties delsos rodiklių gerėjimo (tik apie 10% metinio prieaugio).","Operatyviosios DRAM atminties mikroschemų masinė gamyba kardinaliai sustojo ankstyvaisiais 1995 metais, todėl programuotojams teko pereiti vien prie kietojo disko virtualizacijos technologijų ciklų.","Procesorių integrinių grandynų plėtra ir operatyviosios DRAM atminties gamybos inovacijos metai iš metų labai nuosekliai tobulėjo panašiu ir subalansuotu 30% metiniu prieaugiu.","B",""
"Analizuojant teorinius procesoriaus bei operatyviosios atminties nepataikymus 3C modelyje – kokie yra išskiriami pagrindiniai trys (nors tiesiogiai įvardinti ne visose skaidrėse, tačiau logiškai besikertantys) nepataikymų šaltiniai operacinėse platformose? (Pasirinkite visus teisingus atsakymus)","Laikmačio nepataikymas (Clock miss) – neigiamas faktorius įvykstantis tuomet, kai sinchronizacijos osciliatoriaus fazė atsilieka nuo operatyviosios magistralės ciklų generavimo standartų.","Konflikto nepataikymas (Conflict miss) – kyla situacijose, kai skirtingi programos duomenys ar kodo segmentai kovoja dėl vieno ir to paties indekso tiesioginio atitikimo arhitektūrose.","Perpildymo lygio nepataikymas (Overflow cache miss) – loginis trikdis, kai vartotojų branduolys iš naujo perrašo TLB buferius neperdavus įvykdymo teisių kitam srautui operacinėje sistemoje.","Priverstinis nepataikymas (Compulsory miss) – pasireiškia pačioje pirmoje kreipimosi į naują bloką operacijoje, nes adresas anksčiau paprasčiausiai neegzistavo procesoriuje.","B,D,E",""
"Skaidrėse matyta 2 krypčių dalinai asociatyvi (2-way Set Associative) aparatūros paieškos schema savo bloko struktūros pabaigoje vizualiai integravo loginį daugiakanalį tankintuvą (Mux). Kokią prasmę šis komponentas atlieka duomenų parinkimo cikle?","Jo funkcija – priklausomai nuo to, kurios krypties (Way 0 ar Way 1) lyginimo blokas nustato požymių atitikimą (Hit), procesoriui grąžinti ir perleisti tik vieną, tą teisingą aparatūros eilutės duomenų bloką iš esamos aibės.","Tankintuvas atskiria vieną masyvų atsiųstą procesoriaus fizinį 32 bitų adresą į visiškai atskiras komponentes – virtualųjį puslapį, bloko požymį (tag), lokalų indeksą ir sistemos magistralės poslinkį.","Mux komanda reikalinga išimtinai atgalinio įrašymo atveju norint sėkmingai sujungti galiojimo bei modifikacijos bitų (dirty) būsenas prieš perrašant eilutės bloką su kitais atsitiktiniais sistemos srautais.","Schemoje šis elementas tiesiogiai jungia L1-I bei L1-D (instrukcijų ir duomenų posistemes) į pradinį L2 vieningos atminties šliuzą be programinio atpažinimo uždelsimo mechanizmo.","A",""
"Kokia yra fundamentinė atminties posistemių ir informacijos organizavimo tvarka tradicinio kompiuterio hierarchijos piramidėje – dėliojant atsakymus nuo paties greičiausio varianto iki visiško absoliutaus lėtumo lygio?","Centrinė kompiuterio operatyvioji atmintis (DRAM) -> Modulinė spartinančioji SRAM mikroschema -> Architektūriniai branduolių registrai -> Sluoksniuoti SSD diskai -> Tradiciniai HDD magnetiniai laikmenos diskai.","Procesoriaus branduolių registrai -> Pagrindinė DRAM operatyvioji atmintis -> Dinaminė spartinančioji SRAM plokštė -> Flash tipo SSD matricos diskas -> Išoriniai asmeniniai ar įmonės tinklo serveriai.","Spartinančioji atmintis (SRAM) -> Procesoriaus branduolių registrai -> Centrinė kompiuterio DRAM operatyvioji atmintis -> Magnetiniai HDD kaupikliai -> Sluoksniuoti SSD diskai.","Procesoriaus registrai (Registers) -> Vidinių branduolių spartinančioji SRAM (Cache) -> Pagrindinė dinaminė RAM atmintis -> Solid-State išorinis kietasis SSD diskas -> Magnetinis kietasis HDD diskas (Internet/Network storage).","D",""
"Kokią globalią sistemos problemą arba procesoriaus trūkumą labiausiai amortizuoja protingai integruotos ir efektyviai valdomos spartinančiosios atminties hierarchinės pakopos kompiuteriuose? (Pasirinkite visus teisingus atsakymus)","Optimizuojamas inžinerinis sistemos sunaudojamos elektros energijos santykis ciklui: lokalaus mažyčio vidinio bloko patikra tiesiogiai užtrunka mažiau aktyvios procesoriaus tranzistorių srovės laiko persijungimų energijos limituose nei kreipimasis operatyvios magistralės kontaktų grandinėse.","Smulkmeniškai ir sistemiškai panaikinamas perteklinis bei laiko resursus beprasmiškai sunaikinantis branduolių laukimo būsenų (wait states) faktorius siekiant nuskaityti kodus iš RAM atminties.","Jos emuliuoja iš principo idealizuotos atminties modelį operacinei sistemai: lyg procesoriaus branduolys gautų ir milžinišką talpą, ir ekstremalų skaitymo spartos greitį kartu viename modulyje.","Absoliučiai visu 100 procentų apsisaugoma ir prevenciškai sunaikinama puslapių klaidos (page faults) fenomenų tendencija, apjungus bei modifikavus ir HDD operacinės talpos galimybę ir L3 posistemes virtualiose lentelėse.","A,B,C",""
"Analizuojant teorines spartinančiosios atminties bloko ir vietos priskyrimo strategijas operacinėse sąlygose (asociatyvumą): kokios konceptualios inžinerinės perspektyvos ar kraštutinumai yra visiškai validūs aparatūros planavime? (Pasirinkite visus teisingus atsakymus)","Tolydus aparatinis asociatyvumo krypčių dauginimas ir inžinerinis sistemos tankinimas (pvz. iš keturių krypčių pereinant net prie šešiolikos) visuomet eksponentiškai padidins branduolio nepataikymo dažnio procentinį koficientą į kritines ribas dėl staigaus eilutės perkrovimo sistemos loginiuose blokuose.","Tiesioginio atitikimo strategijoje indeksų struktūros dekonstrukcijai nekuriami loginiai tranzistorių dekoderiai pačioje aparatinėje įrangoje, ši esminė sąlyga deleguojama kompiuterio OS puslapių moduliams skaičiuoti.","Pilnai asociatyvią (Fully Associative) strategijos organizaciją galima techniškai įvardinti kaip N-krypčių sistemą, kur N yra lygus lygiai visų procesoriaus turimų eilučių talpai, o aibė yra tik viena vienintelė.","Tiesioginio atitikimo (Direct Mapped) struktūros principas dažnai skaitomas ir apibrėžiamas lyg griežčiausia 1-krypties (1-way) dalinai asociatyvios arhitektūros konfigūracijos minimalizacija procesoriaus posistemėse.","C,D",""
"Programuotojas atlieka didžiulių matmenų matricos užduotis tiesioginiame algoritme, ir užfiksuoja situaciją kurioje procesorius vis dar neapkrautas, tačiau skaičiavimo resursai akivaizdžiai eikvojasi beprasmiškai palyginus su kitais kodais. Algoritmo iteracijos – teoriškai tiesinės. Kodėl šis sulėtėjimas atsirado atsižvelgiant į procesorių logiką?","Kompiliatoriaus išgeneruotos perteklinės konvejerio patikrinimo šakos ir sąlyginio šuolio (branch prediction) mikroschemų netinkamas atspėjimo lygis programoje pavertė algoritmus tiesiškai neperskaitomais ir nebeiššifruojamais procesoriams.","Procesoriaus valdymo centras ir atminties inžinerinis blokas savarankiškai priėmė aparatūrinį sprendimą keisti numatytą atgalinio įrašymo modelį ištisiniu įrašymo moduliu dėl to, kad magistralės klaidų signalizatoriai atpažino matricų trūkumus kodavimo etapuose.","Programinis algoritmas savaime sistemingai išnaudojo programų laiko (temporal) lokališkumo tendencijas vietoje erdvės lokališkumo principų, taip paralyžiuojant L1 lygmens požymių katalogų indeksaciją iteracijos pradžioje.","Ilgalaikiams skaičiavimams reikalingų apdorojamų duomenų apimtys tiesiog radikaliai perkopė greitųjų spartinančiosios atminties (L1/L2) eilučių struktūras, sugeneravusios nuolatinę talpos trūkumo problemą, tad procesoriui tenka kaskart skaityti atitinkamas trūkstamas adresų vertes ir lėto RAM išoriniais kanalais.","D",""
"Atsižvelgiant į 64 bitų sistemos standartus operacinėse, analizuokime procesorių, kurio adreso išvesties fizinis ilgis – tiksliai 64 bitai, ir jame numatytas tiesioginio atitikimo (direct mapped) mechanizmo spartinančiosios atminties blokas su iš viso 4096 individualiomis eilutėmis. Vieno bloko ilgis atmintyje nustatytas į 64 baitus be informacijos paklaidų. Kokie bus reikiamo binarinio atvaizdo poslinkio (offset) ir unikalaus eilutės požymio (tag) informacinio lauko bitų ilgio parametrai instrukcijų dekonstrukcijoje?","Poslinkiui skirta = 6 bitai ilgio, o unikalus Eilutės Požymis gaus lygiai = 48 bitus.","Poslinkiui skirta = 6 bitai ilgio, o unikalus Eilutės Požymis gaus lygiai = 46 bitus. (Offset = log2(64) -> 6 bitai, Index = log2(4096) -> 12 bitų. Tag = 64-12-6 = 46 bitai.)","Poslinkiui skirta = 8 bitai ilgio, o unikalus Eilutės Požymis gaus lygiai = 44 bitus.","Poslinkiui skirta = 12 bitų ilgio, o unikalus Eilutės Požymis gaus lygiai = 46 bitus.","B",""
